NOM_LOGIQUE;LIBELLE;libelle long eq;NOM_STATION;libelle long station;MNEMONIQUE;Libelle (type eq.)
INGP-IMAG-00000000000004282137039-00-0J-IN-QX001;MIV_112;MIV_112 - Chatou Croissy;R-CHATOU - CROISSY;RER A - Chatou Croissy;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004283137039-00-0J-IN-QX001;MIV_113;MIV_113 - Chatou Croissy;R-CHATOU - CROISSY;RER A - Chatou Croissy;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004284137039-00-0J-IN-QX001;MIV_114;MIV_114 - Chatou Croissy;R-CHATOU - CROISSY;RER A - Chatou Croissy;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004285137039-00-0J-IN-QX001;MIV_115;MIV_115 - Chatou Croissy;R-CHATOU - CROISSY;RER A - Chatou Croissy;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004286137039-00-0J-IN-QX001;MIV_116;MIV_116 - Chatou Croissy;R-CHATOU - CROISSY;RER A - Chatou Croissy;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004287137039-00-0J-IN-QX002;MIV_117;MIV_117 - Chatou Croissy;R-CHATOU - CROISSY;RER A - Chatou Croissy;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004288137039-00-0J-IN-QX002;MIV_118;MIV_118 - Chatou Croissy;R-CHATOU - CROISSY;RER A - Chatou Croissy;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004289137039-00-0J-IN-QX002;MIV_119;MIV_119 - Chatou Croissy;R-CHATOU - CROISSY;RER A - Chatou Croissy;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004316137035-00-0J-IN-QX002;MIV_126;MIV_126 - Nanterre Ville;R-NANTERRE - VILLE;RER A - Nanterre Ville;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004317106033-00-0G-IN-SA200;MIV_201;MIV_201 - Picpus;M-PICPUS;Ligne 6 - Picpus;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004318106033-00-0G-IN-SA200;MIV_202;MIV_202 - Picpus;M-PICPUS;Ligne 6 - Picpus;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004319106039-00-0G-IN-SA200;MIV_201;MIV_201 - Dugommier;M-DUGOMMIER;Ligne 6 - Dugommier;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004320106039-00-0G-IN-SA200;MIV_202;MIV_202 - Dugommier;M-DUGOMMIER;Ligne 6 - Dugommier;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004397108057-00-0G-IN-SA200;MIV_201;MIV_201 - Chemin Vert;M-CHEMIN VERT;Ligne 8 - Chemin Vert;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004398108057-00-0G-IN-SA200;MIV_202;MIV_202 - Chemin Vert;M-CHEMIN VERT;Ligne 8 - Chemin Vert;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004399106051-00-0G-IN-CR201;MIV_201;MIV_201 - Corvisart;M-CORVISART;Ligne 6 - Corvisart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004400106051-00-0G-IN-SA200;MIV_202;MIV_202 - Corvisart;M-CORVISART;Ligne 6 - Corvisart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004401106061-00-0G-IN-SA200;MIV_201;MIV_201 - Edgar Quinet;M-EDGAR QUINET;Ligne 6 - Edgar Quinet;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004402106061-00-0G-IN-SA200;MIV_202;MIV_202 - Edgar Quinet;M-EDGAR QUINET;Ligne 6 - Edgar Quinet;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004403110061-00-0G-IN-SA200;MIV_201;MIV_201 - Maubert Mutualité;M-MAUBERT - MUTUALITE;Ligne 10 - Maubert Mutualité;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004408106045-00-0G-IN-SA200;MIV_201;MIV_201 - Chevaleret;M-CHEVALERET;Ligne 6 - Chevaleret;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004409108055-00-0G-IN-SA200;MIV_201;MIV_201 - Saint Sébastien Froissart;M-SAINT-SEBASTIEN - FROIS;Ligne 8 - Saint Sébastien Froissart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003960136043-00-0J-IN-QX002;MIV_110;MIV_110 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003961136043-00-0J-IN-QX002;MIV_111;MIV_111 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003962136043-00-0J-IN-QX002;MIV_112;MIV_112 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003963136043-00-0J-IN-QX002;MIV_113;MIV_113 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004038137029-00-0G-IN-CR212;MIV_107;MIV_107 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004039137029-00-0G-IN-CR212;MIV_108;MIV_108 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004040137029-00-0G-IN-CR210;MIV_109;MIV_109 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004041137029-00-0G-IN-CR210;MIV_110;MIV_110 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004047137029-00-0G-IN-SA230;MIV_116;MIV_116 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004048137029-00-0G-IN-SA230;MIV_117;MIV_117 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004049137029-00-0G-IN-SA230;MIV_118;MIV_118 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004050137029-00-0G-IN-SA200;MIV_119;MIV_119 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004052137029-00-0G-IN-CR220;MIV_121;MIV_121 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004076136035-00-0G-IN-SA200;MIV_101;MIV_101 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004077136035-00-0G-IN-SA200;MIV_102;MIV_102 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004078136035-00-0G-IN-SA200;MIV_103;MIV_103 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004079136035-00-0G-IN-SA200;MIV_104;MIV_104 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004080136035-00-0G-IN-CR206;MIV_105;MIV_105 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004081136035-00-0J-IN-QX001;MIV_106;MIV_106 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004082136035-00-0J-IN-QX001;MIV_107;MIV_107 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004083136035-00-0J-IN-QX001;MIV_108;MIV_108 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004084136035-00-0J-IN-QX002;MIV_109;MIV_109 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004085136035-00-0J-IN-QX002;MIV_110;MIV_110 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004086136035-00-0J-IN-QX002;MIV_111;MIV_111 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004087136035-00-0J-IN-QX002;MIV_112;MIV_112 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004088136035-00-0J-IN-QX002;MIV_113;MIV_113 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004089136035-00-0J-IN-QX002;MIV_114;MIV_114 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004090136035-00-0J-IN-QX002;MIV_115;MIV_115 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004091136035-00-0J-IN-QX002;MIV_116;MIV_116 - Le Parc de Saint-Maur;R-LE PARC DE SAINT-MAUR;RER A - Le Parc de Saint-Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004092102057-00-0G-IN-CR207;MIV_201;MIV_201 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004093102057-00-0G-IN-CR207;MIV_202;MIV_202 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004094102057-00-0G-IN-CR207;MIV_203;MIV_203 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004095102057-00-0G-IN-CR210;MIV_204;MIV_204 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004096102057-00-0G-IN-CR210;MIV_205;MIV_205 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004097102057-00-0G-IN-CR210;MIV_206;MIV_206 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004098102057-00-0G-IN-CR210;MIV_207;MIV_207 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004099102057-00-0G-IN-CR202;MIV_208;MIV_208 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004100102057-00-0G-IN-SA200;MIV_209;MIV_209 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004101102057-00-0G-IN-SA200;MIV_210;MIV_210 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004102102057-00-0G-IN-CR217;MIV_211;MIV_211 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004103102057-00-0G-IN-CR215;MIV_212;MIV_212 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004104102057-00-0G-IN-SA230;MIV_213;MIV_213 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004105102057-00-0G-IN-SA230;MIV_214;MIV_214 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004106102057-00-0G-IN-SA230;MIV_215;MIV_215 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004108102057-00-0G-IN-CR220;MIV_217;MIV_217 - Barbès Rochechouart;M-BARBES - ROCHECHOUART;Ligne 4 - Barbès Rochechouart;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004109103065-00-0G-IN-SA200;MIV_201;MIV_201 - Europe;M-EUROPE;Ligne 3 - Europe;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004110103065-00-0G-IN-SA200;MIV_202;MIV_202 - Europe;M-EUROPE;Ligne 3 - Europe;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004155107047-00-0G-IN-SA200;MIV_201;MIV_201 - Poissonière;M-POISSONNIERE;Ligne 7 - Poissonière;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004156107047-00-0G-IN-SA200;MIV_202;MIV_202 - Poissonière;M-POISSONNIERE;Ligne 7 - Poissonière;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004157107047-00-0G-IN-CR201;MIV_203;MIV_203 - Poissonière;M-POISSONNIERE;Ligne 7 - Poissonière;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004165105073-00-0G-IN-SA200;MIV_201;MIV_201 - Quai de la Rapée;M-QUAI DE LA RAPEE;Ligne 5 - Quai de la Rapée;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004167105077-00-0G-IN-SA200;MIV_201;MIV_201 - Saint Marcel;M-SAINT-MARCEL;Ligne 5 - Saint Marcel;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000004168105077-00-0G-IN-SA200;MIV_202;MIV_202 - Saint Marcel;M-SAINT-MARCEL;Ligne 5 - Saint Marcel;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003375108035-00-0G-IN-CR210;MIV_203;MIV_203 - Invalides;M-INVALIDES;Ligne 13 - Invalides;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003376108035-00-0G-IN-CR207;MIV_204;MIV_204 - Invalides;M-INVALIDES;Ligne 13 - Invalides;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003377108035-00-0G-IN-CR219;MIV_205;MIV_205 - Invalides;M-INVALIDES;Ligne 13 - Invalides;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003378108035-00-0G-IN-CR219;MIV_206;MIV_206 - Invalides;M-INVALIDES;Ligne 13 - Invalides;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003379108035-00-0G-IN-CR213;MIV_207;MIV_207 - Invalides;M-INVALIDES;Ligne 13 - Invalides;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003380108035-00-0G-IN-CR215;MIV_208;MIV_208 - Invalides;M-INVALIDES;Ligne 13 - Invalides;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003381108035-00-0G-IN-CR219;MIV_209;MIV_209 - Invalides;M-INVALIDES;Ligne 13 - Invalides;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003456104073-00-0G-IN-SA200;MIV_201;MIV_201 - Denfert Rochereau;M-DENFERT-ROCHEREAU;Ligne 4 - Denfert Rochereau;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003457104073-00-0G-IN-SA200;MIV_202;MIV_202 - Denfert Rochereau;M-DENFERT-ROCHEREAU;Ligne 4 - Denfert Rochereau;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003462104073-00-0G-IN-CR209;MIV_207;MIV_207 - Denfert Rochereau;M-DENFERT-ROCHEREAU;Ligne 4 - Denfert Rochereau;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003482103051-00-0G-IN-CR215;MIV_205;MIV_205 - Réaumur Sébastopol;M-REAUMUR - SEBASTOPOL;Ligne 4 - Réaumur Sébastopol;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003483103051-00-0G-IN-CR216;MIV_206;MIV_206 - Réaumur Sébastopol;M-REAUMUR - SEBASTOPOL;Ligne 4 - Réaumur Sébastopol;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003496101069-00-0G-IN-CR252;MIV_208;MIV_208 - Charles de Gaulle Etoile;M-CHARLES DE GAULLE - ETO;Ligne 1 - Charles de Gaulle Etoile;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003498101069-00-0G-IN-CR253;MIV_210;MIV_210 - Charles de Gaulle Etoile;M-CHARLES DE GAULLE - ETO;Ligne 1 - Charles de Gaulle Etoile;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003499101069-00-0G-IN-CR253;MIV_211;MIV_211 - Charles de Gaulle Etoile;M-CHARLES DE GAULLE - ETO;Ligne 1 - Charles de Gaulle Etoile;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003504101069-00-0G-IN-CR261;MIV_216;MIV_216 - Charles de Gaulle Etoile;M-CHARLES DE GAULLE - ETO;Ligne 1 - Charles de Gaulle Etoile;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003505101069-00-0G-IN-CR261;MIV_217;MIV_217 - Charles de Gaulle Etoile;M-CHARLES DE GAULLE - ETO;Ligne 1 - Charles de Gaulle Etoile;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003533295013-01-02-00-QB001;MIV_301-GARGES SARCELLES RER D;MIV_301 - Saint Denis Basilique;M-BASILIQUE DE SAINT-DENI;Ligne 13 - Saint Denis Basilique ;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003534295013-01-02-00-QB001;MIV_302-GARGES SARCELLES RER D;MIV_302 - Saint Denis Basilique;M-BASILIQUE DE SAINT-DENI;Ligne 13 - Saint Denis Basilique ;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003536295013-01-02-00-QB001;MIV_304-GARGES SARCELLES RER D;MIV_304 - Saint Denis Basilique;M-BASILIQUE DE SAINT-DENI;Ligne 13 - Saint Denis Basilique ;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003537295013-01-02-00-QB001;MIV_305-GARGES SARCELLES RER D;MIV_305 - Saint Denis Basilique;M-BASILIQUE DE SAINT-DENI;Ligne 13 - Saint Denis Basilique ;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003554101073-00-0G-IN-CR221;MIV_201;MIV_201 - Porte Maillot;M-PORTE MAILLOT;Ligne 1 - Porte Maillot;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003556101073-00-0G-IN-SA218;MIV_203;MIV_203 - Porte Maillot;M-PORTE MAILLOT;Ligne 1 - Porte Maillot;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003557101073-00-0G-IN-SA218;MIV_204;MIV_204 - Porte Maillot;M-PORTE MAILLOT;Ligne 1 - Porte Maillot;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003611108083-00-0G-IN-SA200;MIV_201;MIV_201 - Maisons - Alfort Stade;M-MAISONS-ALFORT - STADE;Ligne 8 - Maisons - Alfort Stade;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003612108083-00-0G-IN-CR203;MIV_202;MIV_202 - Maisons - Alfort Stade;M-MAISONS-ALFORT - STADE;Ligne 8 - Maisons - Alfort Stade;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003613108083-00-0G-IN-CR201;MIV_203;MIV_203 - Maisons - Alfort Stade;M-MAISONS-ALFORT - STADE;Ligne 8 - Maisons - Alfort Stade;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003624101065-00-0G-IN-CR224;MIV_211;MIV_211 - Franklin Roosevelt;M-FRANKLIN D. ROOSEVELT;Ligne 1 - Franklin Roosevelt;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003625101065-00-0G-IN-CR224;MIV_212;MIV_212 - Franklin Roosevelt;M-FRANKLIN D. ROOSEVELT;Ligne 1 - Franklin Roosevelt;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003646138029-00-0J-IN-QX021;MIV_105-DENFERT-ROCHEREAU;MIV_105 - Denfert-Rochereau;R-DENFERT-ROCHEREAU;RER B - Denfert-Rochereau;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003654138029-00-0J-IN-QX022;MIV_113-DENFERT-ROCHEREAU;MIV_113 - Denfert-Rochereau;R-DENFERT-ROCHEREAU;RER B - Denfert-Rochereau;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003691137027-00-0G-IN-CR276;MIV_133;MIV_133 - Charles de Gaulle Etoile - RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003692137027-00-0G-IN-CR282;MIV_134;MIV_134 - Charles de Gaulle Etoile - RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003712137027-00-0G-IN-CR300;MIV_154;MIV_154 - Charles de Gaulle Etoile - RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003768137029-00-0G-IN-SA200;MIV_210;MIV_210 - La Défense;R-LA DEFENSE;RER A - La Défense;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003813146049-00-0G-IN-SA200;MIV_104;MIV_104 - Bussy Saint-Georges;R-BUSSY-SAINT-GEORGES;RER A - Bussy Saint-Georges;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003817146049-00-0G-IN-SA200;MIV_108;MIV_108 - Bussy Saint-Georges;R-BUSSY-SAINT-GEORGES;RER A - Bussy Saint-Georges;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003857103071-00-0G-IN-CR202;MIV_201;MIV_201 - Wagram;M-WAGRAM;Ligne 3 - Wagram;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003915103041-00-0G-IN-CR210;MIV_203;MIV_203 - Saint Maur;M-RUE SAINT-MAUR;Ligne 3 - Saint Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003916103041-00-0G-IN-CR210;MIV_204;MIV_204 - Saint Maur;M-RUE SAINT-MAUR;Ligne 3 - Saint Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003917103041-00-0G-IN-CR207;MIV_205;MIV_205 - Saint Maur;M-RUE SAINT-MAUR;Ligne 3 - Saint Maur;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003932146041-00-0G-IN-SA200;MIV_101;MIV_101 - Noisiel;R-NOISIEL;RER A - Noisiel;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003933146041-00-0G-IN-SA200;MIV_102;MIV_102 - Noisiel;R-NOISIEL;RER A - Noisiel;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003939136031-00-0G-IN-SA200;MIV_104;MIV_104 - Joinville-le-Pont;R-JOINVILLE-LE-PONT;RER A - Joinville-le-Pont;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003951136043-00-0G-IN-SA200;MIV_101;MIV_101 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003952136043-00-0G-IN-SA200;MIV_102;MIV_102 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003953136043-00-0G-IN-SA200;MIV_103;MIV_103 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003954136043-00-0G-IN-SA200;MIV_104;MIV_104 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003955136043-00-0J-IN-QX001;MIV_105;MIV_105 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003956136043-00-0J-IN-QX001;MIV_106;MIV_106 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003957136043-00-0J-IN-QX001;MIV_107;MIV_107 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003958136043-00-0J-IN-QX001;MIV_108;MIV_108 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
INGP-IMAG-00000000000003959136043-00-0G-IN-CR202;MIV_109;MIV_109 - Boissy-Saint-Léger;R-BOISSY-SAINT-LEGER;RER A - Boissy-Saint-Léger;IMAGE_V4;Afficheur IMAGE V4
EA7P-RESO-000001345!!!!!!!!137033!!!!!!!!!!!!!!!;SDP 2A;SDP 2A - Nanterre Université;R-NANTERRE - UNIVERSITE;RER A - Nanterre Université;SDP;Serveur de ports
EA7P-RESO-000001346!!!!!!!!137033!!!!!!!!!!!!!!!;SDP 2B;SDP 2B - Nanterre Université;R-NANTERRE - UNIVERSITE;RER A - Nanterre Université;SDP;Serveur de ports
